"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1),bla
"","",0.374118,"","",0.325178,"","",1.03498,"","",2.74358,"","",0.465108,"","",1.09254,"","",2.32935,"","",2.46022,"","",0,"","",4,"","",1,"","",1,""
"","",-0.366006,"","",-3.83331,"","",0.783653,"","",2.03609,"","",0.509911,"","",3.03352,"","",0.966372,"","",0.679169,"","",0,"","",5,"","",0,"","",0,""
"","",1.1901,"","",-3.36051,"","",0.260992,"","",5.13161,"","",0.130748,"","",0.162947,"","",15.5057,"","",0.14165,"","",0,"","",8,"","",0,"","",2,""
"","",-0.737328,"","",2.2456,"","",1.08259,"","",3.53299,"","",0.357165,"","",2.17727,"","",1.77622,"","",0.232376,"","",1,"","",8,"","",1,"","",2,""
"","",0.290667,"","",-0.567252,"","",5.25678,"","",4.40695,"","",0.547498,"","",0.130525,"","",8.62539,"","",2.65218,"","",0,"","",6,"","",1,"","",2,""
"","",-0.88485,"","",-0.957242,"","",1.62818,"","",2.60606,"","",0.751681,"","",0.563085,"","",0.4088,"","",0.78179,"","",0,"","",4,"","",3,"","",0,""
"","",0.208006,"","",1.18066,"","",1.75176,"","",3.84077,"","",0.504943,"","",5.19614,"","",3.41848,"","",0.106953,"","",0,"","",6,"","",1,"","",0,""
"","",-0.0477302,"","",0.237843,"","",0.155061,"","",9.21639,"","",0.399322,"","",1.17351,"","",12.2264,"","",0.467778,"","",0,"","",3,"","",4,"","",1,""
"","",-1.68452,"","",-2.85051,"","",0.174653,"","",11.3338,"","",0.763605,"","",0.114632,"","",0.407744,"","",1.02225,"","",0,"","",4,"","",0,"","",1,""
"","",-0.144227,"","",-1.58165,"","",1.1119,"","",7.87495,"","",0.663069,"","",0.153529,"","",0.977312,"","",0.587431,"","",1,"","",4,"","",1,"","",2,""
"","",1.18021,"","",10.896,"","",0.62694,"","",4.55417,"","",0.192047,"","",0.559153,"","",17.1839,"","",1.3869,"","",1,"","",5,"","",0,"","",0,""
"","",0.6814,"","",0.705937,"","",0.291511,"","",13.691,"","",0.85207,"","",0.436441,"","",4.3902,"","",1.30939,"","",1,"","",4,"","",0,"","",0,""
"","",0.143248,"","",-2.53566,"","",1.15114,"","",11.3144,"","",0.432266,"","",3.83953,"","",17.7334,"","",3.75896,"","",1,"","",5,"","",0,"","",0,""
"","",-1.19232,"","",-5.95677,"","",3.57485,"","",8.69058,"","",0.154867,"","",0.346593,"","",0.890202,"","",2.0926,"","",0,"","",5,"","",1,"","",2,""
"","",1.16923,"","",-0.25794,"","",1.14043,"","",10.0741,"","",0.627826,"","",2.47566,"","",6.96505,"","",1.9667,"","",1,"","",6,"","",0,"","",2,""
"","",0.0792017,"","",4.40649,"","",3.13158,"","",9.24835,"","",0.549792,"","",0.0766597,"","",0.906193,"","",4.05373,"","",0,"","",6,"","",0,"","",0,""
"","",-0.451774,"","",2.77427,"","",1.00771,"","",1.61768,"","",0.182502,"","",0.770551,"","",0.836832,"","",0.372171,"","",1,"","",6,"","",1,"","",0,""
"","",1.64203,"","",-0.119166,"","",3.11736,"","",5.65157,"","",0.466432,"","",0.0531447,"","",1.85535,"","",3.65403,"","",0,"","",5,"","",0,"","",2,""
"","",-0.769592,"","",0.418106,"","",0.543503,"","",3.06055,"","",0.704598,"","",0.174297,"","",26.1936,"","",5.63233,"","",0,"","",5,"","",10,"","",1,""
"","",0.303361,"","",0.125437,"","",0.926717,"","",2.39228,"","",0.870455,"","",1.67488,"","",70.3356,"","",0.824416,"","",0,"","",3,"","",0,"","",1,""
"","",1.28174,"","",0.00861392,"","",1.29754,"","",3.98423,"","",0.499959,"","",2.79341,"","",4.29148,"","",3.2472,"","",1,"","",3,"","",0,"","",0,""
"","",0.602223,"","",-1.54988,"","",1.80411,"","",10.7307,"","",0.674385,"","",0.0548282,"","",2.76748,"","",0.83516,"","",0,"","",8,"","",0,"","",1,""
"","",-0.307022,"","",-0.097163,"","",1.52658,"","",8.52041,"","",0.503699,"","",2.4742,"","",0.596307,"","",0.0507647,"","",1,"","",5,"","",1,"","",1,""
"","",-0.418418,"","",-2.53668,"","",0.876057,"","",0.587761,"","",0.750956,"","",1.21853,"","",1.3335,"","",1.35438,"","",1,"","",3,"","",1,"","",1,""
"","",0.355136,"","",1.92274,"","",6.11004,"","",4.28857,"","",0.446264,"","",0.0606904,"","",0.845118,"","",1.51407,"","",1,"","",6,"","",1,"","",1,""
"","",0.513481,"","",-0.237311,"","",2.07763,"","",5.00266,"","",0.716335,"","",1.64555,"","",0.921074,"","",0.915726,"","",1,"","",4,"","",0,"","",0,""
"","",0.0186074,"","",1.75531,"","",0.6326,"","",4.82788,"","",0.23239,"","",0.536851,"","",3.51733,"","",0.171139,"","",1,"","",4,"","",1,"","",0,""
"","",1.31845,"","",0.196985,"","",0.804278,"","",5.55267,"","",0.155376,"","",5.16858,"","",8.17393,"","",1.6409,"","",1,"","",5,"","",0,"","",0,""
"","",-0.065832,"","",-0.350534,"","",3.11947,"","",9.66496,"","",0.830895,"","",1.14421,"","",2.37653,"","",0.0710481,"","",0,"","",6,"","",0,"","",0,""
"","",-0.700296,"","",0.159319,"","",0.0146101,"","",4.62632,"","",0.0836697,"","",0.248819,"","",1.92821,"","",2.38573,"","",1,"","",7,"","",0,"","",2,""
"","",0.537326,"","",1.04442,"","",0.22539,"","",3.22684,"","",0.25383,"","",0.321884,"","",0.424622,"","",0.848887,"","",0,"","",7,"","",0,"","",1,""
"","",-2.20178,"","",-2.12124,"","",0.758069,"","",2.68404,"","",0.297386,"","",0.76478,"","",0.424557,"","",0.324729,"","",1,"","",6,"","",8,"","",1,""
"","",0.391974,"","",2.21488,"","",4.50654,"","",2.7342,"","",0.965592,"","",1.63101,"","",0.391486,"","",1.42337,"","",0,"","",6,"","",0,"","",1,""
"","",0.496961,"","",0.614689,"","",0.553192,"","",7.23042,"","",0.504257,"","",0.669122,"","",2.37965,"","",0.182723,"","",0,"","",8,"","",0,"","",1,""
"","",-0.224875,"","",-0.57781,"","",0.726905,"","",0.619962,"","",0.479168,"","",1.64026,"","",0.379859,"","",0.652129,"","",1,"","",5,"","",0,"","",1,""
"","",-1.11714,"","",-0.348291,"","",0.451648,"","",2.33236,"","",0.171946,"","",2.97115,"","",0.83681,"","",2.90758,"","",1,"","",6,"","",0,"","",1,""
"","",-0.394995,"","",-0.455069,"","",2.0152,"","",3.02402,"","",0.90673,"","",0.0622076,"","",9.59097,"","",0.156312,"","",0,"","",5,"","",2,"","",1,""
"","",1.54983,"","",-0.918475,"","",1.26411,"","",2.18005,"","",0.874151,"","",1.27785,"","",0.319075,"","",0.330909,"","",1,"","",3,"","",0,"","",0,""
"","",-0.743514,"","",1.75291,"","",0.327982,"","",10.7633,"","",0.219027,"","",0.857927,"","",2.37012,"","",1.57684,"","",1,"","",5,"","",2,"","",3,""
"","",-2.33171,"","",5.51586,"","",0.910638,"","",6.00522,"","",0.20028,"","",0.389938,"","",3.69204,"","",2.12668,"","",1,"","",5,"","",2,"","",0,""
"","",0.812245,"","",2.20025,"","",0.800403,"","",3.43796,"","",0.463092,"","",0.409941,"","",0.4362,"","",5.12679,"","",1,"","",8,"","",0,"","",1,""
"","",-0.501311,"","",-1.00039,"","",0.262253,"","",2.8362,"","",0.0166198,"","",0.0912784,"","",0.964954,"","",0.305017,"","",0,"","",4,"","",1,"","",0,""
"","",-0.510887,"","",-0.254959,"","",0.722138,"","",12.6041,"","",0.0868013,"","",2.62092,"","",0.343244,"","",0.0116753,"","",1,"","",6,"","",2,"","",0,""
"","",-1.21536,"","",-1.31902,"","",0.235711,"","",6.84029,"","",0.786021,"","",0.983717,"","",0.650019,"","",0.503678,"","",1,"","",5,"","",2,"","",1,""
"","",-0.0225586,"","",0.861161,"","",2.6223,"","",6.04493,"","",0.118535,"","",1.53518,"","",0.475337,"","",1.115,"","",1,"","",4,"","",0,"","",0,""
"","",0.701239,"","",-1.14326,"","",1.83564,"","",2.66893,"","",0.319288,"","",0.523319,"","",7.24076,"","",0.790282,"","",1,"","",8,"","",1,"","",1,""
"","",-0.587482,"","",61.3163,"","",0.347365,"","",5.72418,"","",0.0644685,"","",0.541699,"","",5.6077,"","",2.26617,"","",1,"","",5,"","",3,"","",0,""
"","",-0.606728,"","",-0.57651,"","",0.4734,"","",3.22556,"","",0.634111,"","",0.603998,"","",0.606096,"","",0.713169,"","",1,"","",7,"","",0,"","",0,""
"","",1.09664,"","",-0.284538,"","",1.84182,"","",7.21881,"","",0.522651,"","",0.456339,"","",1.39806,"","",2.04499,"","",1,"","",5,"","",3,"","",1,""
"","",-0.24751,"","",0.363867,"","",1.30006,"","",4.33126,"","",0.881202,"","",1.72513,"","",0.299505,"","",1.84309,"","",1,"","",2,"","",0,"","",0,""
"","",-0.159902,"","",-1.20282,"","",0.484255,"","",2.031,"","",0.984668,"","",0.588502,"","",0.609335,"","",1.43802,"","",1,"","",5,"","",1,"","",0,""
"","",-0.625778,"","",-0.391459,"","",0.95396,"","",2.4208,"","",0.139719,"","",0.744789,"","",1.32371,"","",0.0213119,"","",1,"","",6,"","",1,"","",0,""
"","",0.900435,"","",1.25013,"","",0.223401,"","",8.41446,"","",0.11504,"","",1.69075,"","",3.02671,"","",0.763958,"","",0,"","",5,"","",3,"","",1,""
"","",-0.994194,"","",0.216937,"","",3.93826,"","",4.70801,"","",0.46865,"","",0.244025,"","",1.20435,"","",1.78418,"","",0,"","",1,"","",2,"","",1,""
"","",0.84925,"","",11.2192,"","",2.65852,"","",2.10498,"","",0.211916,"","",0.665715,"","",2.22055,"","",0.999113,"","",1,"","",6,"","",2,"","",4,""
"","",0.805702,"","",0.96935,"","",3.74193,"","",2.46412,"","",0.603479,"","",0.0676045,"","",1.56693,"","",0.64873,"","",1,"","",6,"","",0,"","",1,""
"","",-0.467601,"","",0.471182,"","",0.489681,"","",3.53968,"","",0.890818,"","",0.00928141,"","",3.98312,"","",0.151124,"","",1,"","",6,"","",0,"","",1,""
"","",0.84842,"","",0.123169,"","",6.88038,"","",6.627,"","",0.349675,"","",0.741595,"","",0.576471,"","",1.40261,"","",1,"","",6,"","",0,"","",0,""
"","",0.98677,"","",0.637265,"","",0.760055,"","",2.92368,"","",0.35268,"","",0.140294,"","",12.5002,"","",2.38307,"","",0,"","",6,"","",0,"","",1,""
"","",0.57562,"","",1.00941,"","",0.559424,"","",5.45781,"","",0.714542,"","",0.291878,"","",0.410393,"","",0.393101,"","",1,"","",3,"","",0,"","",1,""
"","",2.02484,"","",0.130985,"","",1.39544,"","",2.86719,"","",0.842278,"","",0.268401,"","",0.775563,"","",0.495309,"","",0,"","",6,"","",3,"","",0,""
"","",-1.96235,"","",0.359877,"","",0.528175,"","",8.3292,"","",0.612327,"","",0.098115,"","",2.05564,"","",1.89834,"","",0,"","",6,"","",2,"","",2,""
"","",-1.16492,"","",-0.702736,"","",0.436338,"","",10.5007,"","",0.970075,"","",2.53241,"","",1.80688,"","",0.271193,"","",1,"","",4,"","",3,"","",2,""
"","",-1.37652,"","",-0.310964,"","",1.35078,"","",2.45226,"","",0.639415,"","",1.81655,"","",0.662645,"","",0.296021,"","",0,"","",6,"","",0,"","",0,""
"","",0.16768,"","",-1.39635,"","",1.56266,"","",4.04887,"","",0.708106,"","",0.158331,"","",4.64583,"","",1.56731,"","",0,"","",7,"","",2,"","",0,""
"","",1.58463,"","",0.883157,"","",0.989697,"","",1.68288,"","",0.121782,"","",0.925664,"","",2.13496,"","",1.21132,"","",1,"","",5,"","",1,"","",0,""
"","",1.67789,"","",1.22129,"","",0.843965,"","",2.25912,"","",0.532366,"","",0.0928385,"","",4.91076,"","",0.735154,"","",0,"","",4,"","",1,"","",3,""
"","",0.488297,"","",3.14942,"","",1.43339,"","",12.1836,"","",0.594781,"","",1.58162,"","",5.78767,"","",0.762888,"","",0,"","",6,"","",4,"","",1,""
"","",0.878673,"","",0.642578,"","",2.04636,"","",3.65724,"","",0.889373,"","",1.48981,"","",1.46719,"","",1.27256,"","",1,"","",3,"","",0,"","",1,""
"","",-0.144875,"","",-11.3395,"","",0.905756,"","",17.534,"","",0.491164,"","",0.123504,"","",0.422515,"","",0.399957,"","",1,"","",4,"","",0,"","",2,""
"","",0.468972,"","",2.82441,"","",1.09941,"","",3.78211,"","",0.320943,"","",1.58716,"","",1.5308,"","",1.39124,"","",0,"","",4,"","",0,"","",1,""
"","",0.376235,"","",1.26562,"","",2.81004,"","",5.62311,"","",0.108731,"","",1.82949,"","",1.25465,"","",0.866377,"","",0,"","",4,"","",2,"","",0,""
"","",-0.76104,"","",-4.63734,"","",4.2894,"","",6.85477,"","",0.350792,"","",2.09384,"","",0.602843,"","",0.344387,"","",1,"","",6,"","",3,"","",2,""
"","",-0.293295,"","",0.582231,"","",0.736217,"","",2.07773,"","",0.572608,"","",0.0711437,"","",2.74073,"","",0.187768,"","",0,"","",6,"","",0,"","",0,""
"","",-0.134841,"","",0.184983,"","",1.23557,"","",1.11742,"","",0.455414,"","",0.350099,"","",0.795606,"","",0.219611,"","",1,"","",6,"","",0,"","",0,""
"","",1.39385,"","",13.6973,"","",0.806547,"","",6.69388,"","",0.816688,"","",0.325513,"","",0.84806,"","",1.57753,"","",1,"","",5,"","",0,"","",1,""
"","",-1.03699,"","",0.32592,"","",0.335568,"","",8.78449,"","",0.115804,"","",1.02527,"","",7.72348,"","",1.34605,"","",0,"","",4,"","",0,"","",3,""
"","",-2.11434,"","",1.26562,"","",1.23994,"","",1.62453,"","",0.941508,"","",0.595746,"","",9.23059,"","",0.443359,"","",0,"","",4,"","",0,"","",1,""
"","",0.768278,"","",0.293436,"","",1.38706,"","",3.4071,"","",0.312589,"","",0.65333,"","",2.09802,"","",2.24705,"","",1,"","",6,"","",1,"","",2,""
"","",-0.816161,"","",7.34635,"","",0.620486,"","",4.94803,"","",0.465148,"","",0.164223,"","",1.96133,"","",0.514559,"","",1,"","",6,"","",1,"","",0,""
"","",-0.436107,"","",-0.131191,"","",5.70366,"","",5.16355,"","",0.443762,"","",7.99367,"","",3.33746,"","",3.91761,"","",1,"","",3,"","",0,"","",0,""
"","",0.904705,"","",0.157065,"","",0.911257,"","",2.26259,"","",0.862582,"","",1.49359,"","",0.899844,"","",0.944095,"","",1,"","",2,"","",0,"","",0,""
"","",-0.763086,"","",0.350774,"","",6.83614,"","",8.22004,"","",0.694633,"","",1.87818,"","",0.355961,"","",1.67217,"","",1,"","",7,"","",0,"","",0,""
"","",-0.341067,"","",66.145,"","",1.21772,"","",6.15688,"","",0.554154,"","",0.0819302,"","",4.74329,"","",0.546862,"","",1,"","",4,"","",1,"","",1,""
"","",1.50242,"","",-22.0575,"","",12.5038,"","",3.70766,"","",0.199788,"","",0.216827,"","",4.52026,"","",0.329138,"","",1,"","",3,"","",2,"","",0,""
"","",0.528308,"","",2.85825,"","",1.92355,"","",0.843123,"","",0.59499,"","",0.0385013,"","",18.4934,"","",0.437323,"","",1,"","",3,"","",1,"","",0,""
"","",0.542191,"","",0.30996,"","",0.367132,"","",10.1383,"","",0.270273,"","",0.0266118,"","",3.30727,"","",0.181436,"","",0,"","",4,"","",0,"","",1,""
"","",-0.136673,"","",0.220576,"","",1.89943,"","",2.7407,"","",0.26383,"","",1.1848,"","",4.21962,"","",2.17471,"","",1,"","",6,"","",1,"","",0,""
"","",-1.13673,"","",1.15592,"","",1.87109,"","",3.8505,"","",0.696034,"","",0.924528,"","",15.2202,"","",0.683326,"","",0,"","",6,"","",0,"","",0,""
"","",-1.49663,"","",-5.20078,"","",0.918515,"","",3.94727,"","",0.980988,"","",3.3463,"","",1.46135,"","",2.08672,"","",0,"","",3,"","",0,"","",0,""
"","",-0.223386,"","",-0.181336,"","",12.1927,"","",3.39544,"","",0.164296,"","",1.4673,"","",0.671292,"","",2.45548,"","",0,"","",6,"","",1,"","",1,""
"","",2.00172,"","",-2.36186,"","",0.106816,"","",4.67818,"","",0.164755,"","",0.968445,"","",0.583285,"","",0.340489,"","",0,"","",5,"","",0,"","",1,""
"","",0.221704,"","",-0.593115,"","",0.556122,"","",6.77362,"","",0.442355,"","",4.5576,"","",2.16092,"","",0.655867,"","",1,"","",9,"","",0,"","",1,""
"","",0.164373,"","",4.69873,"","",1.40271,"","",4.48956,"","",0.432606,"","",0.256536,"","",0.880007,"","",0.39527,"","",0,"","",4,"","",0,"","",1,""
"","",0.332624,"","",1.83683,"","",1.07066,"","",9.83023,"","",0.748581,"","",1.82456,"","",5.62065,"","",1.89353,"","",1,"","",9,"","",0,"","",0,""
"","",-0.385208,"","",-0.84696,"","",1.79177,"","",6.37148,"","",0.690498,"","",0.449641,"","",0.525669,"","",0.471637,"","",0,"","",1,"","",2,"","",1,""
"","",-1.39875,"","",-4.04756,"","",0.455317,"","",2.25684,"","",0.0671467,"","",2.97909,"","",0.57125,"","",1.66927,"","",0,"","",5,"","",0,"","",1,""
"","",2.67574,"","",-4.47926,"","",2.70658,"","",5.11328,"","",0.695031,"","",0.256266,"","",1.01839,"","",0.558202,"","",1,"","",5,"","",0,"","",3,""
"","",-0.423686,"","",0.56046,"","",0.616952,"","",3.9401,"","",0.287678,"","",0.188446,"","",2.66634,"","",0.160637,"","",1,"","",5,"","",0,"","",0,""
"","",-0.298602,"","",-0.619611,"","",1.2613,"","",3.42838,"","",0.293911,"","",0.805059,"","",5.78438,"","",1.55457,"","",0,"","",3,"","",0,"","",0,""
"","",-1.79234,"","",0.226792,"","",0.747178,"","",3.29204,"","",0.164326,"","",0.284092,"","",1.68148,"","",1.71834,"","",0,"","",6,"","",0,"","",1,""
"","",-0.248008,"","",2.16347,"","",0.222767,"","",1.94145,"","",0.184351,"","",0.959925,"","",0.462486,"","",3.59838,"","",1,"","",5,"","",2,"","",1,""
"","",-0.247304,"","",3.07066,"","",2.72462,"","",7.49364,"","",0.428337,"","",0.120068,"","",3.96312,"","",0.340632,"","",1,"","",4,"","",2,"","",2,""
"","",-0.25551,"","",-4.5179,"","",7.4486,"","",4.7834,"","",0.521254,"","",1.84184,"","",4.01798,"","",0.676877,"","",0,"","",7,"","",0,"","",1,""
"","",-1.78694,"","",0.203955,"","",1.37344,"","",7.93383,"","",0.341573,"","",0.308421,"","",0.680291,"","",1.50901,"","",1,"","",4,"","",1,"","",0,""
"","",1.78466,"","",0.420192,"","",2.95807,"","",9.60968,"","",0.439319,"","",1.4645,"","",2.35494,"","",0.710514,"","",0,"","",4,"","",1,"","",1,""
"","",1.76359,"","",-0.608721,"","",0.39599,"","",3.93075,"","",0.523535,"","",0.132289,"","",1.2527,"","",1.6368,"","",0,"","",9,"","",0,"","",1,""
"","",0.6896,"","",0.501466,"","",0.74884,"","",14.2161,"","",0.0150568,"","",0.1959,"","",12.4449,"","",2.08317,"","",0,"","",7,"","",0,"","",0,""
"","",-1.10074,"","",-2.16041,"","",1.72148,"","",3.6478,"","",0.0640509,"","",4.59825,"","",1.55324,"","",0.443084,"","",1,"","",4,"","",0,"","",2,""
"","",0.714509,"","",0.177193,"","",0.209909,"","",5.6307,"","",0.889992,"","",0.85443,"","",8.10345,"","",0.264402,"","",1,"","",5,"","",0,"","",0,""
"","",-0.24647,"","",-2.20148,"","",2.70573,"","",3.60084,"","",0.389225,"","",2.60565,"","",1.54818,"","",0.913896,"","",0,"","",5,"","",3,"","",4,""
"","",-0.319786,"","",-1.3935,"","",3.79744,"","",1.31872,"","",0.315233,"","",0.448916,"","",0.386089,"","",1.13441,"","",0,"","",5,"","",0,"","",2,""
"","",1.36264,"","",0.537241,"","",1.01906,"","",2.94219,"","",0.258522,"","",3.0021,"","",0.302558,"","",0.762114,"","",1,"","",5,"","",9,"","",1,""
"","",-1.22788,"","",1.55334,"","",2.43426,"","",5.42822,"","",0.604104,"","",0.795463,"","",2.04354,"","",1.57589,"","",1,"","",8,"","",0,"","",0,""
"","",-0.511219,"","",4.07332,"","",3.56175,"","",5.04663,"","",0.878,"","",0.741528,"","",1.35526,"","",2.73164,"","",1,"","",6,"","",2,"","",0,""
"","",-0.731195,"","",0.649851,"","",3.61087,"","",5.23697,"","",0.181336,"","",1.23683,"","",0.580517,"","",0.155379,"","",1,"","",4,"","",1,"","",1,""
"","",0.019752,"","",0.262344,"","",0.256185,"","",7.28221,"","",0.0642954,"","",1.55919,"","",3.42831,"","",0.508883,"","",0,"","",5,"","",0,"","",3,""
"","",-1.57286,"","",-18.1162,"","",1.05064,"","",3.14449,"","",0.0761853,"","",2.35813,"","",3.72774,"","",0.0797378,"","",1,"","",2,"","",0,"","",0,""
"","",-0.703333,"","",-5.69722,"","",0.17887,"","",7.63324,"","",0.899096,"","",2.26292,"","",3.05992,"","",0.246295,"","",1,"","",5,"","",0,"","",2,""
"","",0.715932,"","",1.00216,"","",1.16623,"","",4.8415,"","",0.690737,"","",0.690757,"","",1.02048,"","",1.3682,"","",0,"","",5,"","",0,"","",0,""
"","",0.465215,"","",-0.227518,"","",2.19121,"","",3.59929,"","",0.292508,"","",0.931145,"","",1.64815,"","",0.219294,"","",1,"","",4,"","",0,"","",0,""
"","",-0.973902,"","",0.254548,"","",0.400546,"","",6.42393,"","",0.865494,"","",3.05555,"","",0.534702,"","",2.80999,"","",1,"","",5,"","",0,"","",1,""
"","",0.559218,"","",-2.19099,"","",0.72567,"","",5.67449,"","",0.0832975,"","",0.975464,"","",1.93179,"","",0.00499496,"","",1,"","",8,"","",1,"","",0,""
"","",-2.43264,"","",-0.374752,"","",0.808078,"","",1.60255,"","",0.279795,"","",0.229528,"","",1.968,"","",2.8265,"","",0,"","",4,"","",1,"","",1,""
"","",-0.340485,"","",-1.85747,"","",1.23247,"","",1.16073,"","",0.813467,"","",0.402051,"","",13.3149,"","",0.307939,"","",1,"","",3,"","",1,"","",2,""
"","",0.713033,"","",-0.3452,"","",3.11197,"","",7.76653,"","",0.209403,"","",1.10345,"","",2.42122,"","",0.827854,"","",0,"","",7,"","",0,"","",0,""
"","",-0.659037,"","",0.130881,"","",0.546907,"","",12.3259,"","",0.0907174,"","",3.31362,"","",1.05547,"","",0.546882,"","",1,"","",4,"","",0,"","",1,""
"","",-0.0364026,"","",0.701026,"","",0.278996,"","",3.35314,"","",0.0282672,"","",0.602739,"","",0.316734,"","",0.356175,"","",1,"","",3,"","",1,"","",1,""
"","",-1.59329,"","",0.568717,"","",0.308431,"","",8.3026,"","",0.175294,"","",2.55316,"","",0.631952,"","",1.31236,"","",0,"","",4,"","",1,"","",1,""
"","",0.847793,"","",-3.93869,"","",1.37549,"","",3.34084,"","",0.984166,"","",0.983838,"","",1.17258,"","",0.538778,"","",0,"","",4,"","",0,"","",3,""
"","",-1.85039,"","",3.56318,"","",1.10985,"","",3.69218,"","",0.769064,"","",0.143613,"","",2.94765,"","",0.993589,"","",0,"","",5,"","",0,"","",2,""
"","",-0.323651,"","",1.46669,"","",1.22008,"","",2.5042,"","",0.429839,"","",0.338244,"","",0.420154,"","",2.23236,"","",0,"","",3,"","",0,"","",1,""
"","",-0.255248,"","",-5.9502,"","",0.673752,"","",3.0713,"","",0.604125,"","",0.312343,"","",2.43441,"","",0.172581,"","",1,"","",5,"","",0,"","",1,""
"","",0.0609212,"","",2.21739,"","",1.72905,"","",0.593819,"","",0.60544,"","",0.0328222,"","",1.00985,"","",1.23322,"","",1,"","",5,"","",1,"","",1,""
"","",-0.823492,"","",8.02555,"","",0.889674,"","",0.491856,"","",0.489251,"","",0.532019,"","",1.50032,"","",1.63312,"","",0,"","",3,"","",0,"","",0,""
"","",1.82973,"","",1.63113,"","",0.53902,"","",5.89267,"","",0.642733,"","",1.0962,"","",0.177019,"","",0.401426,"","",0,"","",5,"","",6,"","",0,""
"","",-1.42992,"","",0.423458,"","",4.4888,"","",5.61972,"","",0.673512,"","",2.42692,"","",0.76703,"","",0.0132793,"","",1,"","",4,"","",0,"","",0,""
"","",0.254137,"","",0.421969,"","",10.553,"","",11.7518,"","",0.81103,"","",0.894322,"","",12.6912,"","",0.595346,"","",0,"","",7,"","",0,"","",0,""
"","",-2.93977,"","",-0.284904,"","",0.802727,"","",1.19219,"","",0.691961,"","",0.859454,"","",5.07121,"","",0.54014,"","",1,"","",5,"","",0,"","",0,""
"","",0.00241581,"","",-43.7807,"","",3.43134,"","",0.772852,"","",0.514171,"","",0.545625,"","",0.929404,"","",0.194309,"","",1,"","",3,"","",1,"","",2,""
"","",0.509666,"","",-0.856386,"","",0.576062,"","",3.7857,"","",0.423712,"","",0.0540513,"","",1.3287,"","",0.310882,"","",0,"","",5,"","",0,"","",1,""
"","",-1.08472,"","",0.0291639,"","",0.724847,"","",3.98795,"","",0.10059,"","",0.645092,"","",5.24974,"","",0.0411112,"","",0,"","",7,"","",0,"","",3,""
"","",0.704833,"","",-0.116816,"","",4.47078,"","",4.61926,"","",0.159604,"","",0.764654,"","",0.44028,"","",1.39731,"","",1,"","",5,"","",3,"","",1,""
"","",0.330976,"","",-0.262536,"","",0.49179,"","",1.51961,"","",0.97444,"","",0.34746,"","",0.642578,"","",1.45399,"","",1,"","",2,"","",1,"","",1,""
"","",0.976327,"","",-1.9397,"","",1.01943,"","",6.49327,"","",0.519839,"","",1.15729,"","",3.88126,"","",1.07764,"","",0,"","",2,"","",0,"","",1,""
"","",-0.84334,"","",2.67738,"","",0.350938,"","",6.21112,"","",0.986714,"","",0.377766,"","",4.59099,"","",0.787867,"","",0,"","",2,"","",0,"","",1,""
"","",-0.97058,"","",0.249808,"","",2.61974,"","",5.04874,"","",0.0916044,"","",3.42607,"","",3.93117,"","",0.269043,"","",0,"","",4,"","",0,"","",2,""
"","",-1.77153,"","",0.088482,"","",0.783982,"","",0.339689,"","",0.877676,"","",0.0364345,"","",1.25298,"","",0.0815416,"","",0,"","",4,"","",0,"","",0,""
"","",-0.32247,"","",0.271738,"","",0.773961,"","",5.49372,"","",0.64702,"","",0.409158,"","",3.27355,"","",0.419701,"","",1,"","",6,"","",1,"","",2,""
"","",-1.3388,"","",-0.232821,"","",1.82148,"","",9.96103,"","",0.295215,"","",0.125615,"","",0.90196,"","",1.07865,"","",0,"","",5,"","",0,"","",1,""
"","",0.688156,"","",-1.2356,"","",3.25061,"","",3.47384,"","",0.658688,"","",1.34671,"","",217.657,"","",1.42112,"","",0,"","",4,"","",2,"","",1,""
"","",0.0712807,"","",3.43855,"","",3.2096,"","",12.0891,"","",0.283972,"","",0.831192,"","",2.75103,"","",0.520274,"","",0,"","",6,"","",4,"","",0,""
"","",2.18975,"","",0.678634,"","",0.39068,"","",5.74698,"","",0.325537,"","",1.28532,"","",0.591843,"","",0.0176672,"","",0,"","",7,"","",2,"","",4,""
